,logFC,AveExpr,t,P.Value,adj.P.Val,B
245812,0.30834412,-0.030638096,4.389464569,2.08E-05,5.31E-05,1.649838692
374768,0.308333759,-0.023404274,3.470816373,0.000670804,0.001332291,-1.641815227
51542,0.308187359,-0.045041203,2.832562435,0.005225879,0.008856468,-3.537761904
57449,0.308031859,-0.022590155,4.032577369,8.60E-05,0.000199415,0.296467754
91661,0.307797456,-0.030016807,2.968659873,0.003462039,0.00605905,-3.162044417
100289509,0.307694123,-0.042388062,3.54131396,0.000524826,0.001062914,-1.411994501
23559 /// 83444 /// 100532735,0.307662669,-0.041018323,3.131239325,0.002077832,0.003778018,-2.69265556
112487,0.307616576,-0.007215753,2.260786263,0.025151477,0.037237052,-4.939453259
64764,0.307471998,0.031882239,2.803797002,0.005690605,0.009566986,-3.615140416
145501,0.307458585,-0.035408709,4.328729382,2.67E-05,6.69E-05,1.413117033
729220,0.307420549,-0.012321977,2.857513488,0.004851101,0.00828162,-3.470067184
8785,0.307322265,-0.024982804,4.157043895,5.29E-05,0.000126947,0.758069461
27201,0.307285244,-0.023623858,4.463357149,1.54E-05,4.00E-05,1.941303356
79400,0.307002805,-0.036788056,5.272540421,4.41E-07,1.43E-06,5.368642754
83933,0.306959003,-0.037053793,3.991724598,0.000100592,0.00023031,0.147436648
10882,0.306841227,-0.053136685,4.743577334,4.70E-06,1.33E-05,3.080343793
10629,0.306689561,-0.03163229,7.125332236,3.58E-11,1.92E-10,14.58059346
7547,0.306675093,-0.048890287,4.277761613,3.28E-05,8.10E-05,1.21646562
5361,0.306580809,0.008053962,3.943313649,0.000120961,0.000273795,-0.02756453
41,0.306494904,-0.037294461,5.17329444,6.96E-07,2.20E-06,4.926126886
398,0.306494019,-0.028791517,3.687875393,0.000311479,0.000656095,-0.921681688
149685,0.306487608,-0.036071108,4.399033587,2.00E-05,5.12E-05,1.687369788
7917,0.306350479,-0.038317559,3.394045628,0.000872691,0.001696213,-1.88757658
57460,0.306349243,-0.025656637,5.562180839,1.13E-07,3.97E-07,6.693086174
84305,0.306308444,-0.021230067,3.865034664,0.000162422,0.000359316,-0.306828325
402778,0.306261231,-0.006359171,3.535972995,0.000534743,0.001080683,-1.42954389
100874107,0.306232281,-0.028366175,4.457584548,1.57E-05,4.09E-05,1.918397866
57187,0.30620202,0.014090169,2.84567271,0.005025784,0.008547153,-3.502259117
7054,0.306132353,-0.026151743,4.464535875,1.53E-05,3.98E-05,1.945983323
51295,0.306088184,-0.062663511,2.604565838,0.010085803,0.016156633,-4.131344774
284402,0.305992817,-0.032976526,5.166943346,7.16E-07,2.26E-06,4.898010435
149954,0.305988354,-0.041970773,3.916364788,0.000133943,0.000301093,-0.124224881
51077 /// 93487,0.305974238,-0.017189878,2.262424363,0.025047797,0.037101127,-4.935854948
1874,0.305959212,-0.029213869,5.055160933,1.19E-06,3.65E-06,4.407173789
8403,0.305758607,-0.021457978,4.309303959,2.88E-05,7.20E-05,1.337950721
150383,0.305719822,-0.021230909,3.224263526,0.001537535,0.002865883,-2.414163087
100526833,0.305717291,-0.02382576,3.053763219,0.002656827,0.004741717,-2.919108452
100505664,0.305706825,-0.023586037,3.257642264,0.001377866,0.002588335,-2.312495038
100507377,0.305660728,-0.02420722,3.74495317,0.000253148,0.00054157,-0.726211466
54927,0.305604765,-0.030974966,5.091694756,1.01E-06,3.12E-06,4.566751103
145258,0.305320183,-0.043024255,4.39370177,2.05E-05,5.22E-05,1.666449757
5892,0.305302203,-0.031162823,4.50325092,1.30E-05,3.42E-05,2.10022583
254048,0.305268295,-0.025829432,3.725821301,0.000271439,0.00057765,-0.792010929
149840,0.305256946,-0.030052528,4.371538958,2.24E-05,5.67E-05,1.579703466
246122,0.305234861,-0.028063872,5.639659712,7.77E-08,2.80E-07,7.055449992
4708,0.305228756,-0.036290624,4.054133701,7.91E-05,0.00018449,0.375601376
84838,0.305137435,-0.056841648,5.041534085,1.26E-06,3.87E-06,4.34786383
56897,0.305121034,-0.039417286,5.595561391,9.61E-08,3.42E-07,6.848796278
83795,0.30502733,-0.025464876,4.035654156,8.50E-05,0.000197193,0.307741768
27333,0.304988173,-0.012532892,2.683453158,0.008070679,0.013172531,-3.931092737
8330,0.304919894,-0.030912722,6.217962233,4.39E-09,1.85E-08,9.860847979
8659,0.304905538,-0.042304974,3.509328808,0.000586903,0.001178384,-1.516754336
30834,0.304885415,-0.045519662,7.440905165,6.24E-12,3.64E-11,16.30032695
3187,0.304868061,-0.061360755,3.544715117,0.000518601,0.001051475,-1.400807202
102724009,0.304823519,-0.014180279,4.53841091,1.12E-05,2.99E-05,2.241192269
57152,0.304752653,-0.034251106,3.644059064,0.000364648,0.000758622,-1.070025413
65083,0.304743221,-0.018282834,5.61825257,8.62E-08,3.08E-07,6.954997451
54953,0.304739909,-0.023849134,2.717251269,0.007324667,0.012075683,-3.843630495
10169 /// 25764 /// 100302254,0.304703201,-0.016628706,3.510642306,0.000584223,0.001173435,-1.512468247
1616,0.30470027,-0.040902203,3.483407894,0.000642207,0.00127956,-1.601056821
4151 /// 284912,0.304645278,-0.037284265,4.560876659,1.02E-05,2.74E-05,2.331703786
148014,0.304638419,-0.027853986,4.835002012,3.16E-06,9.13E-06,3.463224303
121536,0.304553975,-0.023294374,2.864789266,0.004746534,0.008122754,-3.450226573
124359,0.304455282,-0.027224546,3.152831803,0.001938679,0.003545333,-2.628651554
9129,0.304397412,-0.035015462,2.419528061,0.01668741,0.025608743,-4.579465548
6625,0.304279745,-0.026391306,4.242940978,3.77E-05,9.22E-05,1.083173572
101928069,0.30406493,-0.026422813,5.400207989,2.43E-07,8.13E-07,5.946463378
3038 /// 84916,0.304064558,-0.026874914,4.160526336,5.22E-05,0.000125355,0.771146608
90233,0.304047216,-0.060624956,6.50516542,9.94E-10,4.53E-09,11.31562195
4325,0.303875396,-0.094658282,6.68743694,3.80E-10,1.82E-09,12.25837339
57830,0.303859806,-0.032747493,3.652190111,0.000354175,0.000738562,-1.042609875
56604,0.303821594,-0.021250648,4.126997384,5.96E-05,0.000141686,0.645604331
7296,0.303798809,-0.030067884,2.50880127,0.013132775,0.020576625,-4.36706634
100507656,0.303734209,-0.035388755,4.382722166,2.14E-05,5.44E-05,1.623432276
157753,0.303695565,-0.036156903,3.200876495,0.001659481,0.003075107,-2.48485151
2703,0.303598249,-0.041000844,3.85909955,0.000166064,0.000366704,-0.327814028
4588,0.303592897,-0.0210801,3.536404118,0.000533936,0.001079194,-1.428128138
10428 /// 101928178,0.303544122,-0.034704813,3.362902748,0.000969784,0.001872718,-1.98592138
23770,0.303535358,-0.01474843,2.172846001,0.031296744,0.045452469,-5.129034447
84790,0.303527688,-0.029561313,4.019613862,9.04E-05,0.000208694,0.249043282
11056,0.303524466,-0.031129825,3.207853473,0.001622192,0.00301162,-2.463810438
54106,0.303448718,-0.003182351,2.880157444,0.004532401,0.007784926,-3.40816929
100128325,0.303431781,-0.007754974,3.341486954,0.001042314,0.002000771,-2.053094456
51350,0.303373565,-0.026212352,3.524074393,0.000557473,0.001122488,-1.468559297
11315,0.303361963,-0.006287735,3.323510734,0.001107076,0.002114595,-2.109191839
1769,0.30330399,-0.029645197,4.908290121,2.29E-06,6.76E-06,3.774045215
388714,0.303262983,-0.038418942,3.321355976,0.001115086,0.002128879,-2.115898457
3492 /// 3493 /// 3500 /// 3501 /// 3502 /// 3507 /// 102725526,0.303194043,-0.0077154,5.454344941,1.88E-07,6.40E-07,6.194346788
4992,0.303161388,-0.038998859,3.651994028,0.000354424,0.000738941,-1.043271619
2693,0.30314288,-0.114144196,3.000474769,0.003137865,0.005537008,-3.071941169
8739 /// 283454,0.303094414,-0.082182519,3.089342099,0.002374576,0.004276699,-2.815738949
129450,0.303059638,-0.02536747,4.30465388,2.94E-05,7.32E-05,1.319996786
5883 /// 100130987,0.303049444,-0.042167581,2.777376723,0.006150278,0.010273472,-3.685581215
26013,0.303002845,-0.082285032,6.276675167,3.25E-09,1.39E-08,10.15508908
134147,0.302972935,-0.031156427,3.288342366,0.001244774,0.002357345,-2.218179712
55074,0.302883176,-0.049669018,2.873813327,0.004619703,0.007924923,-3.42555543
101927157,0.302828978,-0.028167568,4.494471587,1.35E-05,3.54E-05,2.065158552
85476,0.302820896,-0.000855997,3.655409277,0.000350108,0.000730568,-1.031741557
8174,0.3027204,-0.044734478,3.20222475,0.001652214,0.003062937,-2.480788591
55195,0.302695657,-0.052082474,2.529592225,0.012408921,0.01951936,-4.316580614
128854,0.302691299,-0.052560838,3.979765759,0.000105295,0.00024015,0.10404448
10466,0.30268354,-0.010436054,3.020085763,0.002952209,0.005230072,-3.015974508
43847,0.302630013,-0.023672242,3.709910619,0.000287596,0.000609366,-0.846517148
3929,0.302541129,-0.01792182,2.398804037,0.017625669,0.026912695,-4.627752183
54549,0.30241205,-0.042278557,4.457529501,1.57E-05,4.09E-05,1.918179553
9686,0.30235323,-0.031887682,2.328908538,0.021143294,0.031743232,-4.78775763
222068,0.302249169,-0.033719643,4.939848583,1.99E-06,5.93E-06,3.908942273
85366,0.302213906,-0.034609011,4.338111893,2.57E-05,6.46E-05,1.449517568
124056,0.30214081,-0.029206969,3.565948119,0.000481284,0.000981637,-1.330759893
116143,0.302113452,-0.034740177,2.331596452,0.020997369,0.031550129,-4.781685928
339894,0.302104062,-0.021506343,4.943917985,1.95E-06,5.82E-06,3.926382906
8463,0.302069239,-0.008906758,3.364696973,0.000963926,0.001862394,-1.980276736
123606,0.302025618,-0.039768074,2.695633268,0.007794261,0.012770004,-3.899688143
101927051,0.301958394,-0.015576186,4.830480634,3.22E-06,9.30E-06,3.44416169
25861,0.30194434,-0.039226184,3.481889422,0.000645594,0.00128584,-1.605978772
84536,0.301937511,-0.020271884,5.802808695,3.51E-08,1.32E-07,7.829227727
116983,0.301586064,-0.02976414,2.816244071,0.005485079,0.009249175,-3.581745563
84967,0.301328795,-0.002169695,2.829771367,0.005269404,0.008921939,-3.545301059
25770,0.301249181,-0.030238236,3.600567769,0.000425813,0.000876586,-1.215789317
55317,0.301167062,-0.023776737,3.256331174,0.001383835,0.002598878,-2.316505728
125061,0.301100723,-0.032373226,3.273286051,0.001308474,0.002467301,-2.264531298
10207,0.30110064,-0.040125516,3.796135461,0.000209782,0.000455204,-0.548801772
89883,0.301047908,-0.029753848,4.63278371,7.55E-06,2.06E-05,2.623696701
100289473,0.300914429,-0.022401531,4.384525905,2.12E-05,5.40E-05,1.63049346
64863,0.300871899,-0.031378957,2.730867546,0.007042199,0.011645976,-3.808113095
64900,0.300783356,-0.030066608,4.007180984,9.48E-05,0.000218118,0.203676546
731656,0.300746624,-0.033180742,4.253626405,3.61E-05,8.85E-05,1.123985257
26584,0.300665926,-0.033289692,3.044370457,0.002736342,0.004873691,-2.946220661
56681,0.300624567,-0.035578839,2.490147853,0.013814048,0.021548378,-4.412034414
116379,0.300395491,-0.003709614,4.437568127,1.71E-05,4.41E-05,1.839151192
29903,0.300366843,-0.028339634,3.16878598,0.001841467,0.003381691,-2.581111858
29949,0.300331554,-0.028033549,3.164475658,0.001867275,0.003426209,-2.593976409
220906,0.30024838,-0.037161207,2.627690012,0.009452698,0.015239523,-4.07321124
100996342,0.300192366,-0.037337257,3.804709975,0.000203244,0.000442069,-0.518884698
23049 /// 552900 /// 101060386,0.300032801,-0.039764361,3.175879681,0.001799713,0.003311963,-2.559906557
25858,0.299970459,-0.027867891,3.526298932,0.000553155,0.001114615,-1.461273569
10726,0.299742606,-0.038662818,3.453371951,0.000712402,0.001407117,-1.698073351
7101,0.299725802,-0.039169366,2.85497964,0.004888009,0.008336822,-3.47696617
147007 /// 100616388,0.299701963,-0.041833817,2.915180273,0.004077026,0.007062841,-3.311569166
441528,0.299626524,-0.019825938,3.721439662,0.000275801,0.000586475,-0.807040861
84861,0.299602755,-0.012440683,3.549066186,0.000510739,0.001036399,-1.386482075
145694,0.299580544,-0.030270139,3.898188812,0.000143436,0.00032049,-0.189111314
55760,0.299521189,0.001957312,2.830781773,0.00525361,0.008897262,-3.542572554
100130872,0.299462011,-0.008542011,3.43084939,0.000769692,0.001511271,-1.770348572
9584,0.299419579,-0.043032422,3.598444034,0.000429034,0.000883135,-1.222869256
5912,0.299403519,0.031038262,2.487665681,0.013907039,0.021673638,-4.417994865
23505,0.29937104,-0.025188093,5.40615931,2.36E-07,7.93E-07,5.973630807
6123,0.29933223,-0.034281688,4.484342281,1.41E-05,3.69E-05,2.024764606
100129129,0.299320069,-0.044544162,3.956698945,0.000114967,0.000261044,0.020647614
100130502,0.299299977,-0.06302882,5.240815388,5.10E-07,1.65E-06,5.226546808
7367,0.299157356,-0.000107186,2.998336747,0.003158743,0.005568907,-3.078023116
8435,0.299068309,-0.013007801,4.120030523,6.12E-05,0.000145367,0.619620637
2101,0.299063855,-0.027507006,4.279048467,3.26E-05,8.06E-05,1.221408151
58530 /// 259215,0.299013144,-0.041229651,4.465815501,1.52E-05,3.96E-05,1.951064977
150759,0.298974742,-0.048775279,2.922156337,0.003991487,0.006924887,-3.292202681
286826,0.298916389,-0.055486363,7.785491576,8.91E-13,5.74E-12,18.2180453
388585,0.298903167,-0.023164507,3.836872145,0.000180402,0.000396088,-0.406170132
64789,0.29884225,-0.035809444,2.927605162,0.003925823,0.00681637,-3.277047162
503542,0.298834988,-0.0200776,3.866576346,0.000161489,0.000357613,-0.301372805
84931,0.298738978,-0.021827739,4.752206649,4.53E-06,1.28E-05,3.116250086
54856,0.298546836,-0.007967114,3.811828364,0.000197964,0.000431356,-0.49400559
93429,0.298536938,-0.01602424,5.088460182,1.02E-06,3.16E-06,4.552589514
100129239 /// 100133053,0.298520156,-0.030170614,3.97687119,0.000106465,0.000242641,0.093557609
84668,0.298362539,0.005208385,2.685718647,0.008018604,0.013101265,-3.925261325
80740,0.298189998,-0.036080423,2.836591616,0.005163623,0.008758424,-3.526866567
375759,0.298143844,-0.030368674,4.015022453,9.20E-05,0.00021214,0.232276241
115584,0.29807596,-0.02903673,3.206889606,0.001627297,0.003020328,-2.466719645
9925,0.297810609,-0.046118547,2.522869522,0.012638976,0.019859822,-4.332947056
50626,0.297758313,-0.013795815,4.20250864,4.42E-05,0.000107333,0.929485152
285150,0.297723405,-0.038799694,3.685552477,0.000314104,0.00066105,-0.929583516
100506392,0.297706013,-0.056805622,5.016571966,1.41E-06,4.30E-06,4.239516905
10492,0.297688876,0.034549834,3.05405646,0.002654379,0.004737735,-2.918260819
220001,0.297483386,-0.036645877,3.349897486,0.001013245,0.001949591,-2.02675816
79947,0.297457972,-0.001726218,4.330948032,2.64E-05,6.64E-05,1.421718954
100129361,0.297439507,-0.087807241,2.66820757,0.008429137,0.013705491,-3.970218438
758,0.297338369,-0.030007252,4.746380383,4.64E-06,1.31E-05,3.092001838
127579,0.297328851,-0.026055586,4.537695741,1.13E-05,3.00E-05,2.238316575
645644,0.297272052,-0.055502543,3.172129409,0.001821677,0.003348721,-2.571122491
8131,0.297210164,-0.028858237,4.342700513,2.52E-05,6.35E-05,1.467342164
102723886,0.297188069,-0.05987945,3.270429103,0.001320898,0.002488156,-2.273305631
5073,0.297168267,-0.002401275,2.532264346,0.012318524,0.019385527,-4.310064184
9031,0.297009383,-0.027037498,5.685308229,6.23E-08,2.27E-07,7.270495711
94086,0.296935768,-0.031275789,3.904883037,0.000139868,0.000313261,-0.165242442
7135,0.296899436,-0.058803624,3.209463345,0.001613699,0.002997125,-2.458949711
84530,0.296810784,-0.07130953,3.628952944,0.000384886,0.000797587,-1.120822067
93974,0.296796952,-0.040174979,2.992417409,0.003217212,0.005663774,-3.094841469
100286922,0.296576749,-0.024277765,5.158198452,7.45E-07,2.35E-06,4.859336556
84691,0.296509548,-0.027068196,4.965965247,1.77E-06,5.31E-06,4.021054729
25909 /// 285116,0.296502344,-0.032226035,4.459877052,1.56E-05,4.05E-05,1.927491701
148645,0.296400543,-0.030331604,4.818842254,3.39E-06,9.75E-06,3.395153733
154150,0.296306751,-0.043232567,3.946012841,0.000119729,0.00027109,-0.01785314
83882,0.296242068,-0.027658442,4.505823413,1.29E-05,3.39E-05,2.110511115
9230,0.296193927,-0.043865374,3.106285511,0.002250143,0.004067324,-2.76613988
339742 /// 648761,0.296154486,-0.02594045,4.993554951,1.57E-06,4.74E-06,4.139956795
90665,0.296116925,-0.017829699,3.416273582,0.000809041,0.001581859,-1.816905862
80724,0.296039014,-0.026283771,5.808019923,3.42E-08,1.29E-07,7.854179219
149775,0.295981625,-0.038438414,4.890418258,2.48E-06,7.27E-06,3.697932428
54923 /// 84619,0.29596304,-0.006188751,2.600549509,0.010199571,0.016324537,-4.141393722
3697,0.295674064,-0.037292063,3.789977279,0.0002146,0.000464736,-0.570253498
389199,0.295567992,-0.037626076,3.579002194,0.000459613,0.00094068,-1.28751841
6623,0.295553503,0.001528479,3.390907675,0.000882045,0.001713117,-1.897521239
65266,0.295549533,-0.03479004,5.282976562,4.20E-07,1.37E-06,5.415516806
10607,0.295512955,-0.029413973,4.523198087,1.20E-05,3.17E-05,2.180096387
100506677,0.295509597,-0.012732521,4.501454402,1.31E-05,3.45E-05,2.093045711
57697,0.295260296,-0.045029695,4.563599832,1.01E-05,2.71E-05,2.342698316
10920,0.29519922,-0.042196859,4.103573422,6.53E-05,0.000154336,0.558382198
26539,0.29518674,-0.020149567,3.407044686,0.000834921,0.001628531,-1.846296112
2979,0.295065734,-0.029474986,4.559883473,1.03E-05,2.75E-05,2.327695148
124404,0.295006242,-0.033082364,4.491021992,1.37E-05,3.59E-05,2.051394266
55090,0.29492461,-0.025347395,3.228828385,0.001514727,0.002827392,-2.400313045
56139,0.294886092,-0.032659417,3.682988523,0.000317024,0.000666555,-0.938300422
100288175,0.294880011,-0.030352329,3.428934091,0.000774758,0.001519855,-1.776476047
23457,0.294710347,-0.053310787,3.592735361,0.000437808,0.000899708,-1.241882843
64708,0.294615144,-0.029045146,4.523035201,1.20E-05,3.17E-05,2.179443076
10641,0.294598235,-0.022901933,4.726848071,5.05E-06,1.42E-05,3.010872953
646074,0.294341582,-0.016803355,5.063921922,1.14E-06,3.52E-06,4.445366129
100505711,0.294301501,-0.037843255,3.498609553,0.000609207,0.001219251,-1.551681285
5119,0.294300177,-0.002716547,2.884292761,0.004476309,0.007695833,-3.396817843
9973,0.294261758,-0.001778007,2.637504412,0.009194985,0.0148514,-4.04839595
727957,0.294239289,-0.046056502,4.6333728,7.53E-06,2.06E-05,2.626103147
115861,0.294237491,-0.036878304,3.679995245,0.000320467,0.000672758,-0.948470497
4718 /// 100532726,0.294172007,-0.032490194,4.387729691,2.10E-05,5.34E-05,1.643041068
55659,0.294005667,-0.029889933,3.438365848,0.000750109,0.001476132,-1.746273305
248,0.294005044,-0.01746522,5.388306955,2.57E-07,8.58E-07,5.89219733
83881,0.29392744,-0.021134375,3.857965508,0.000166768,0.000368112,-0.331820807
64783,0.293875932,-0.013237645,4.713698321,5.34E-06,1.50E-05,2.956395684
4836,0.293866708,-0.062256934,3.769682982,0.000231231,0.000498139,-0.64074262
55894 /// 414325,0.293836022,-0.019966877,4.261189567,3.50E-05,8.60E-05,1.15292096
56651,0.293787082,-0.099461354,4.620464405,7.95E-06,2.17E-05,2.573425262
81832,0.293783237,-0.050042441,4.190011698,4.65E-05,0.00011241,0.882219673
150677,0.293724423,-0.020419622,5.473051741,1.72E-07,5.90E-07,6.280392619
2346,0.293692063,-0.029216631,4.370123387,2.25E-05,5.71E-05,1.574174496
10432,0.293677817,-0.088702624,4.545537718,1.09E-05,2.91E-05,2.269868174
5927,0.293672723,-0.017765153,2.729364924,0.007072878,0.011693177,-3.812040533
286297 /// 100133920 /// 100996643 /// 101928195 /// 101929583,0.293643084,-0.030309139,4.908587736,2.29E-06,6.75E-06,3.775314421
133308,0.293609447,-0.098920682,2.487571735,0.01391057,0.021677304,-4.418220349
8022,0.293600657,-0.032720764,4.014014178,9.24E-05,0.000212919,0.228596278
161882,0.293538159,-0.032229579,3.709532022,0.000287991,0.000610026,-0.847811751
610,0.293354063,-0.020850819,4.391511447,2.06E-05,5.26E-05,1.657861491
8050,0.29334109,-0.035728374,2.334208261,0.020856425,0.031364199,-4.775779883
10256,0.293222835,0.021477344,2.300069467,0.022765942,0.033983492,-4.852490529
83896,0.293222093,-0.013483548,3.157771162,0.001908086,0.003494763,-2.613955984
55997,0.29312135,-0.03746193,5.046045153,1.24E-06,3.79E-06,4.367485215
1161,0.293114232,-0.04987102,5.441407415,2.00E-07,6.77E-07,6.134955002
55116,0.293093684,-0.036539908,2.428155421,0.016310051,0.025078896,-4.559250348
148545,0.293075755,-0.033457713,2.401490429,0.017501468,0.026734247,-4.621514687
3273,0.292984094,-0.033642394,5.113262925,9.14E-07,2.84E-06,4.661344893
400410,0.292816433,-0.030296823,3.712337615,0.000285074,0.000604549,-0.838215458
58508 /// 85316 /// 85318 /// 85319,0.29277265,-0.035626248,4.531821866,1.16E-05,3.07E-05,2.214710837
54466 /// 474343,0.292703487,-0.042930113,2.194986115,0.02963819,0.043267763,-5.081970378
6585,0.292613965,-0.040320514,3.906266531,0.000139141,0.000311816,-0.160305273
1149,0.292588834,-0.034514124,3.551472379,0.000506439,0.001028724,-1.378553691
79822,0.292555713,-0.007014035,3.549707076,0.00050959,0.001034452,-1.384370793
3195,0.292379815,-0.032555832,3.957293316,0.000114707,0.000260557,0.02279156
5718,0.29237009,-0.019307356,2.657783525,0.00868244,0.014084216,-3.996853193
220992,0.29233084,-0.026372099,4.138423119,5.70E-05,0.00013592,0.688294176
4927,0.292268757,-0.030812486,3.952317793,0.000116897,0.000265173,0.004852548
100422737,0.292251101,-0.046492787,4.434104221,1.73E-05,4.47E-05,1.825465366
101929709,0.292126202,-0.029925456,2.629515881,0.009404266,0.015165912,-4.068601017
